uniqueid,dob,sex
5933,14dec2011,1
5934,31dec1971,1
5935,28apr1989,2
5936,15jun1939,1
5937,26feb1944,1
5938,05nov1938,1
5939,22oct2008,2
5940,05apr1926,1
5941,14jan1921,1
5942,11nov1963,1
5943,07may1914,1
5944,10nov1986,1
5945,30jun2003,2
5946,28may1949,1
5947,07apr1986,2
5948,12dec1986,1
5949,20jul1983,2
5950,04dec1992,2
5951,23jan1919,1
5952,11nov1968,1
5953,14apr1998,1
5954,10jun1987,1
5955,25sep1911,2
5956,02nov1917,1
5957,18sep1922,1
5958,09oct1991,2
5959,24jan1993,1
5960,22may1939,1
5961,07apr1936,1
5962,16sep1925,2
5963,28nov2001,2
5964,09mar1998,1
5965,29jan1914,2
5966,01aug1922,2
5967,15feb1913,1
5968,26apr1965,2
5969,12feb1948,1
5970,16aug1979,2
5971,02aug1987,1
5972,22mar1994,1
5973,02nov1919,1
5974,24sep1945,1
5975,29jul1991,1
5976,25aug1961,2
5977,06may1983,2
5978,06mar1984,1
5979,02nov1997,1
5980,11sep1979,2
5981,08aug2012,2
5982,28nov2002,2
5983,16mar1946,1
5984,03feb2002,2
5985,24mar1918,2
5986,01jul1932,2
5987,15oct1931,2
5988,17oct1958,1
5989,14apr1922,2
5990,26feb1958,2
5991,13nov1980,1
5992,01dec1959,1
5993,13sep1968,1
5994,15apr1934,1
5995,18dec1948,2
5996,25oct1972,1
5997,15apr1922,1
5998,08aug1992,1
5999,05feb1963,2
6000,04feb1951,1
6001,30jul1975,1
6002,29oct1943,1
6003,20may1975,1
6004,16oct2006,1
6005,27nov1978,2
6006,29jun1958,2
6007,14sep2008,2
6008,12jan1992,2
6009,25sep1935,1
6010,29oct1952,1
6011,28apr2004,2
6012,28oct1935,2
6013,03aug2007,1
6014,29apr1914,2
6015,26feb2009,2
6016,13may1954,1
6017,07dec1969,2
6018,07dec1944,1
6019,28jun1948,2
6020,20jun1946,1
6021,30dec1924,1
6022,10jan1944,1
6023,19nov1961,2
6024,29nov1969,1
6025,11feb1911,2
6026,25nov1960,1
6027,27jun1929,1
6028,17sep1979,1
6029,29dec1953,1
6030,07sep1934,1
6031,11feb2011,2
6032,22dec1910,1
6033,17jan1915,1
6034,01apr1911,1
6035,09sep2005,1
6036,15aug1989,2
6037,19mar1927,1
6038,27dec1950,1
6039,18aug1981,2
6040,04feb2010,1
6041,17aug1988,1
6042,29mar1997,1
6043,22dec1977,1
6044,28nov1913,2
6045,14apr1978,1
6046,29jun1924,1
6047,21dec1980,1
6048,24sep1978,2
6049,04sep1926,2
6050,27jul1994,1
6051,06sep1926,2
6052,27sep1913,2
6053,16may1985,1
6054,30jul1980,1
6055,22dec1965,1
6056,07oct1994,1
6057,21apr1957,1
6058,04apr1963,2
6059,11apr1918,2
6060,10nov1953,1
6061,22sep1992,1
6062,08nov1920,1
6063,12oct1971,1
6064,23jun1999,1
6065,09sep1911,1
6066,23nov1918,2
6067,04aug1982,1
6068,07jul1935,2
6069,28jun1919,2
6070,16sep1966,1
6071,17mar1994,1
6072,10jul1970,1
6073,05nov1950,1
6074,27jun1968,1
6075,28aug1979,1
6076,26jun1998,1
6077,21nov1995,1
6078,05aug1954,1
6079,26jan1963,1
6080,24mar1974,1
6081,23aug1984,1
6082,31may1972,2
6083,02may1987,2
6084,07nov1945,2
6085,15jun2011,2
6086,10nov1924,1
6087,11may1983,1
6088,14nov1958,2
6089,12feb1947,1
6090,16jun1988,1
6091,02jan1991,1
6092,17jul2003,2
6093,24apr2008,1
6094,11feb1955,1
6095,17sep1993,1
6096,28nov1942,1
6097,30aug1935,1
6098,08sep1981,1
6099,17feb1915,1
6100,28jan1980,1
6101,12feb1968,2
6102,26jun1964,1
6103,03feb1979,1
6104,14aug1912,1
6105,18apr1968,1
6106,11sep2005,1
6107,17dec1947,1
6108,29feb1936,1
6109,21jan2003,1
6110,29mar1994,2
6111,21aug1917,1
6112,01sep1959,1
6113,06nov1920,1
6114,29aug1979,1
6115,13jun1957,1
6116,02jun1959,2
6117,04feb2008,1
6118,28apr1946,1
6119,21jul1990,2
6120,14aug1937,1
6121,28apr1934,1
6122,01apr1948,2
6123,22jan1912,2
6124,01jan1944,1
6125,01apr1953,1
6126,06may1915,2
6127,26apr1952,1
6128,07sep2006,2
6129,21aug1955,1
6130,02nov1947,1
6131,09apr1917,1
6132,06mar1985,2
6133,30may1916,2
6134,09jul1937,1
6135,13nov1934,1
6136,08feb1921,2
6137,24jan1969,1
6138,02jun1999,1
6139,19apr1977,2
6140,09dec1992,1
6141,14sep1950,2
6142,27aug1990,1
6143,15jul1997,2
6144,06jul1923,1
6145,11dec2000,1
6146,03may1980,2
6147,07mar1995,1
6148,19sep1941,2
6149,01feb1936,1
6150,08nov1970,2
6151,01nov1947,2
6152,12nov1977,2
6153,09nov1927,1
6154,18sep1988,1
6155,25aug1925,2
6156,28nov1991,1
6157,02mar1912,2
6158,14dec1975,1
6159,31oct2008,1
6160,15dec1975,2
6161,31may2003,1
6162,13sep1946,1
6163,06apr1938,1
6164,26nov1981,1
6165,16dec1961,1
6166,30oct1957,1
6167,09feb1993,1
6168,01aug1939,1
6169,22mar2005,1
6170,12jul1968,1
6171,26jun1917,1
6172,19dec1912,2
6173,06jul1914,1
6174,10feb1944,1
6175,23may1943,1
6176,06feb1954,1
6177,11jun1956,1
6178,07jul1920,1
6179,12dec1923,2
6180,22jan1936,1
6181,21jul2007,1
6182,01may1918,2
6183,20jul1990,1
6184,06apr1994,1
6185,21aug1936,1
6186,10jan2001,1
6187,25aug1935,1
6188,18sep1945,2
6189,03feb1914,1
6190,21mar1952,1
6191,20may1976,1
6192,26feb1984,2
6193,02apr1940,2
6194,02oct2002,1
6195,27jun1914,1
6196,23mar2011,2
6197,16feb1947,1
6198,23sep2012,1
6199,30may1957,1
6200,27nov1940,1
6201,07may1956,1
6202,30jun1920,2
6203,22feb1972,1
6204,16jan1919,1
6205,17jun1915,1
6206,19apr1987,1
6207,30nov1941,1
6208,27apr2002,2
6209,14oct2003,1
6210,27dec2011,1
6211,18feb1942,2
6212,25jul2004,1
6213,05jan2009,1
6214,26may1999,2
6215,30oct1965,1
6216,05dec1942,1
6217,01mar1927,1
6218,05mar2002,1
6219,14nov1951,1
6220,07jan2011,2
6221,07sep1966,2
6222,29mar1948,1
6223,15dec1967,2
6224,11jan1999,2
6225,24aug2000,1
6226,05apr1962,1
6227,24jun1934,1
6228,11apr1987,2
6229,17may1999,1
6230,02oct1923,1
6231,06may1915,2
6232,21nov1956,2
6233,12aug2011,1
6234,14feb1995,1
6235,06may1990,2
6236,21feb1996,1
6237,28nov1933,2
6238,16feb1956,2
6239,31aug1948,1
6240,23feb1915,1
6241,03may1978,1
6242,29mar2013,1
6243,01apr1987,2
6244,04mar1978,1
6245,23oct1960,1
6246,16mar1990,1
6247,17apr1924,1
6248,24jun1960,1
6249,03jan1928,1
6250,28feb1965,1
6251,27apr1923,2
6252,03oct1922,1
6253,29aug2001,2
6254,20apr1980,2
6255,25feb1959,1
6256,20jul1916,1
6257,04jun1997,1
6258,11sep1984,1
6259,15nov1933,1
6260,22nov1981,2
6261,02feb1964,2
6262,31jan1978,2
6263,12aug1951,1
6264,05nov1913,2
6265,22aug1968,2
6266,08jun1945,1
6267,23may1970,1
6268,08apr1994,1
6269,01jun1964,1
6270,13apr1947,2
6271,30nov1969,1
6272,18oct1926,1
6273,24oct1925,1
6274,28aug1936,1
6275,03sep1961,1
6276,16jun1924,2
6277,19oct1921,1
6278,01aug2003,2
6279,21apr1987,1
6280,03feb1963,2
6281,06aug1910,1
6282,02mar1942,1
6283,18oct2009,1
6284,18jul1981,1
6285,28may1992,1
6286,10jul1921,2
6287,30sep1999,2
6288,25nov2005,1
6289,20mar1923,2
6290,17feb1965,1
6291,03jan1987,1
6292,14oct1944,1
6293,30aug1931,1
6294,11jun1932,1
6295,29aug2011,2
6296,20jan1973,2
6297,26aug2001,1
6298,18aug2010,1
6299,09mar1929,2
6300,18sep1968,1
6301,14aug1991,1
6302,23mar1936,1
6303,31aug1956,1
6304,14aug1989,1
6305,04sep1938,2
6306,15aug1960,1
6307,10jul1916,2
6308,15dec1938,2
6309,15feb1989,2
6310,24jul1993,1
6311,13dec1948,1
6312,27jan1919,1
6313,01jul1943,1
6314,25mar1997,1
6315,21jan1991,1
6316,17jan1940,1
6317,20jan1960,2
6318,13nov1963,1
6319,12jun1926,1
6320,26mar1958,1
6321,16feb1924,1
6322,12oct1934,1
6323,21jan1965,2
6324,20nov1910,2
6325,18apr1999,1
6326,19may1930,2
6327,02jan1914,2
6328,06jun1970,1
6329,12nov1971,1
6330,31mar1990,1
6331,07jan2001,1
6332,13aug1975,2
6333,21nov1997,1
6334,08dec1970,1
6335,10aug1935,1
6336,14apr1997,2
6337,04apr1994,1
6338,22aug1915,1
6339,23apr1960,1
6340,04jul1938,1
6341,21nov1950,2
6342,02nov2012,1
6343,24oct1938,2
6344,24jan2010,1
6345,17jun1968,1
6346,24sep1992,1
6347,26jun2001,2
6348,28aug1977,1
6349,11aug1969,1
6350,23aug1946,2
6351,23may1958,1
6352,24jul1980,1
6353,19aug1947,2
6354,21dec1987,2
6355,31aug1925,1
6356,12feb1994,2
6357,28mar1947,1
6358,14may1912,1
6359,22jul2010,1
6360,05jun1978,1
6361,01nov1946,1
6362,15may1931,2
6363,28dec1923,2
6364,06feb1920,2
6365,09oct1972,1
6366,06mar1975,1
6367,09nov1988,2
6368,29mar1930,2
6369,22feb1956,1
6370,24may1911,1
6371,19jul1984,1
6372,29jul1933,2
6373,26jul1999,2
6374,15oct1916,2
6375,15feb1980,2
6376,09sep1943,2
6377,19sep1964,1
6378,15feb1916,2
6379,04nov1941,1
6380,24jun2012,2
6381,04may1950,2
6382,07nov1946,1
6383,09nov1922,1
6384,02dec2011,1
6385,26nov1927,1
6386,20may1924,1
6387,29oct1957,2
6388,05nov1959,2
6389,06apr1930,1
6390,17apr2002,1
6391,28oct1967,1
6392,09may1983,1
6393,24oct1932,2
6394,08aug1971,1
6395,13apr1947,1
6396,11aug2000,1
6397,23feb2010,2
6398,03apr1944,1
6399,22may1967,1
6400,13apr2005,2
6401,16aug1970,2
6402,19oct2005,1
6403,03jul1965,1
6404,06jan1936,1
6405,09jun1981,2
6406,04nov1997,1
6407,12nov1922,2
6408,26dec1938,1
6409,11nov1970,1
6410,02may1958,1
6411,04feb1924,1
6412,11jan1976,2
6413,15apr1939,2
6414,15nov1979,1
6415,03mar1915,1
6416,19feb1978,1
6417,20may1995,1
6418,20nov1939,1
6419,17mar2003,2
6420,21dec1962,1
6421,23apr1919,2
6422,09mar1992,1
6423,16jul1956,2
6424,24dec1988,1
6425,03feb1999,2
6426,14dec1982,1
6427,10jan1997,2
6428,10jan1911,1
6429,29aug1921,1
6430,15dec1956,1
6431,11apr1987,1
6432,19oct1995,1
6433,13dec1954,1
6434,07jan1934,1
6435,28nov1978,1
6436,11sep1914,1
6437,09apr1951,1
6438,05aug1963,1
6439,02feb1959,1
6440,05jan1956,1
6441,16aug1913,2
6442,26feb1994,1
6443,15nov1942,1
6444,22jan1911,2
6445,12apr1934,2
6446,17mar1922,1
6447,01may1951,1
6448,09jun1978,2
6449,13dec1972,2
6450,06jun1943,1
6451,14oct1969,2
6452,07dec1948,1
6453,15oct1916,1
6454,04jul1962,1
6455,27mar1910,1
6456,30jul1954,1
6457,20jul1990,1
6458,15feb1915,1
6459,18aug1932,1
6460,11jan1974,2
6461,25mar1940,1
6462,18jan1963,1
6463,12dec1932,1
6464,27mar1975,2
6465,02jul1955,2
6466,04jul1951,1
6467,10oct1950,1
6468,11jan1998,1
6469,28nov1975,2
6470,26jun1952,1
6471,24may1972,1
6472,26jul1945,2
6473,27jun1991,2
6474,02apr1975,1
6475,28dec1947,1
6476,25nov2007,1
6477,28oct1987,1
6478,01mar1977,1
6479,13sep1989,1
6480,18jan1991,1
6481,15sep2007,1
6482,12dec2010,1
6483,07jul1995,1
6484,15apr1937,2
6485,06may1938,2
6486,05dec1969,1
6487,30jul2000,1
6488,30jun1990,2
6489,20feb1992,2
6490,23sep1910,2
6491,23jul1951,2
6492,22apr1951,1
6493,08oct1937,2
6494,12jul1989,2
6495,03apr1919,2
6496,26aug1966,2
6497,28jan1984,1
6498,21apr1969,1
6499,23sep2003,1
6500,09feb1985,1
6501,31aug1960,2
6502,03jul1917,2
6503,12may1969,1
6504,24feb1965,2
6505,29jan1958,1
6506,09dec1912,1
6507,19jan1955,1
6508,24nov1911,1
6509,17dec1955,2
6510,15sep1980,1
6511,11apr1916,1
6512,18dec2005,1
6513,02mar2011,1
6514,11feb1949,2
6515,20feb1979,1
6516,02may1956,2
6517,05feb1959,2
6518,17may1953,2
6519,29apr2010,1
6520,19may1936,1
6521,09mar1990,2
6522,28dec1919,1
6523,13aug1958,1
6524,04aug1989,2
6525,29aug2004,2
6526,05may1928,2
6527,22dec1941,1
6528,05feb1929,1
6529,05mar1918,1
6530,12dec1957,1
6531,22mar1931,1
6532,28feb1929,1
6533,23feb1989,1
6534,19nov1931,1
6535,13nov1968,1
6536,01mar2009,1
6537,12oct1967,2
6538,13jul1915,2
6539,07mar1997,1
6540,18jun1993,2
6541,10feb1967,1
6542,07jul1931,2
6543,21nov1933,1
6544,12aug1999,1
6545,23feb1941,1
6546,09jan1936,1
6547,06nov1955,1
6548,16jan1995,1
6549,12mar2011,1
6550,04jan1964,1
6551,26nov1910,2
6552,15mar1965,2
6553,18mar1936,1
6554,14apr1924,1
6555,13nov1965,1
6556,15dec1962,1
6557,08aug1931,1
6558,10sep1912,1
6559,14oct1917,1
6560,28jan2012,1
6561,03jan1935,1
6562,01apr1997,2
6563,25aug1974,1
6564,28oct1940,1
6565,09apr1998,1
6566,10nov1994,1
6567,23dec1980,1
6568,23dec1952,1
6569,08jun2012,2
6570,05feb1926,1
6571,30jan1967,2
6572,13may2003,1
6573,03jun1917,1
6574,23oct1920,1
6575,04jul2007,2
6576,24aug1974,1
6577,28jan2011,1
6578,15may1962,1
6579,15mar1975,1
6580,15jun1981,2
6581,15jul1968,1
6582,01feb1918,1
6583,14may1931,1
6584,11sep1966,2
6585,12jul1969,1
6586,29apr2006,1
6587,04oct1965,1
6588,25sep1984,1
6589,01jul2007,1
6590,19may1954,2
6591,09sep1944,1
6592,14feb1915,1
6593,14dec1939,1
6594,18dec1938,2
6595,27sep1983,1
6596,31jan2004,2
6597,06nov1912,1
6598,20dec1956,1
6599,06may1949,2
6600,18aug1934,1
6601,07jul1947,1
6602,11dec1921,2
6603,22dec1941,1
6604,26apr1944,1
6605,27jun1967,1
6606,29aug1970,1
6607,25jan2004,1
6608,25apr1978,2
6609,17jun1960,1
6610,25nov1925,1
6611,14dec1998,1
6612,03jul1977,1
6613,17jan2012,1
6614,27sep1974,2
6615,16sep1933,1
6616,05may1991,1
6617,18feb1999,1
6618,20may1967,1
6619,30apr1992,2
6620,18may1961,1
6621,05jan2007,1
6622,04oct1943,1
6623,14nov1951,1
6624,03feb1960,2
6625,12jul1935,1
6626,24aug1921,2
6627,04jan1919,1
6628,03may2002,1
6629,08jul1918,1
6630,21jul1998,2
6631,16dec2007,2
6632,27mar1988,2
6633,11oct1958,1
6634,10mar1929,1
6635,27jan1926,1
6636,27oct2002,2
6637,07sep2006,1
6638,27may1952,1
6639,10jul1946,1
6640,03dec1922,1
6641,26dec1996,1
6642,11may1970,1
6643,12may1991,1
6644,05jun1987,1
6645,17sep1981,2
6646,18jan1938,1
6647,10mar1989,1
6648,17nov1996,1
6649,06apr1925,1
6650,22feb1931,1
6651,05mar1932,1
6652,23aug1946,2
6653,19mar1938,1
6654,28oct1976,1
6655,15aug1970,1
6656,29oct1931,1
6657,27may1948,2
6658,22dec1980,1
6659,14aug1914,1
6660,21dec1987,2
6661,02oct1928,2
6662,06sep1934,1
6663,20jan1969,1
6664,17jul1916,2
6665,15jul1925,2
6666,11apr1971,1
6667,23may1950,1
6668,07jan1929,2
6669,21mar1962,2
6670,17feb1963,1
6671,18jul1930,1
6672,24oct1996,1
6673,10aug1919,1
6674,25feb1981,1
6675,22apr1976,1
6676,31oct1918,2
6677,09may1956,1
6678,29sep2005,1
6679,03mar2000,1
6680,27sep1935,2
6681,02dec1913,1
6682,13dec1935,1
6683,30sep1919,1
6684,07dec1985,1
6685,29may1986,2
6686,12jan1921,2
6687,12mar1921,1
6688,14sep2011,2
6689,24oct1961,1
6690,19apr1984,2
6691,09feb1932,1
6692,21jul1987,1
6693,26jan1988,1
6694,15apr1913,1
6695,23sep1952,1
6696,07aug2005,1
6697,23jul2010,1
6698,06jul1969,1
6699,22aug1977,1
6700,21jul1994,1
6701,20nov1985,2
6702,30sep1945,2
6703,20may1984,1
6704,03feb1988,1
6705,10apr1925,1
6706,21jan1958,1
6707,02aug1942,2
6708,08oct1971,2
6709,18aug1958,1
6710,21nov1960,1
6711,08sep1946,1
6712,08aug2001,2
6713,04aug1953,2
6714,19oct2007,2
6715,27jun1925,2
6716,26may1949,1
6717,06oct1943,1
6718,21feb2003,1
6719,16jun1973,1
6720,15jul1977,2
6721,12jan1996,1
6722,04aug1976,1
6723,13feb1911,2
6724,22apr2005,1
6725,22oct1910,1
6726,07may2007,2
6727,01feb1977,2
6728,25oct1916,1
6729,03apr1959,2
6730,15sep2007,1
6731,20jan1971,2
6732,16mar1917,1
6733,10sep2011,1
6734,24jan1917,2
6735,22mar2011,1
6736,05apr1989,1
6737,11feb1995,1
6738,09dec1922,2
6739,19may2008,1
6740,24jul1971,2
6741,06apr1989,2
6742,15sep1993,1
6743,09nov2006,1
6744,01jul1928,1
6745,23dec1922,1
6746,08jan1991,1
6747,21sep2004,2
6748,16mar1954,1
6749,19feb1948,1
6750,24apr1950,1
6751,09may1940,1
6752,22jan1972,1
6753,30apr1972,1
6754,13jul1988,1
6755,04may1973,1
6756,07mar1970,2
6757,24feb1999,2
6758,01jun1979,1
6759,27jun1935,1
6760,31jul2000,2
6761,07jan2001,1
6762,26aug1967,2
6763,03dec1991,2
6764,10apr1978,1
6765,08sep2000,1
6766,15aug1971,2
6767,17dec1945,1
6768,15apr1933,1
6769,31dec2012,1
6770,29may1913,1
6771,24may1919,1
6772,03jul1999,1
6773,07dec1965,1
6774,17may1990,1
6775,17jan1914,1
6776,14feb1996,1
6777,05dec1920,1
6778,07feb1950,2
6779,25dec1972,2
6780,25nov1959,1
6781,19mar1969,1
6782,24mar1990,1
6783,20nov1957,2
6784,23dec1979,1
6785,03mar1970,1
6786,16oct1952,1
6787,07nov1969,2
6788,20dec2002,2
6789,28may2004,2
6790,19aug1982,1
6791,23apr1977,1
6792,20nov1957,1
6793,13aug1990,2
6794,15aug1952,1
6795,29apr1949,1
6796,08mar1928,1
6797,18apr1986,2
6798,31jul1925,1
6799,12feb2013,1
6800,25jul1945,1
6801,12jul1927,1
6802,31mar1934,2
6803,24jun1943,1
6804,29jul1942,1
6805,14nov1918,1
6806,18apr1945,1
6807,14dec1917,1
6808,20oct1971,1
6809,05jan1997,1
6810,11sep1931,1
6811,29sep1925,1
6812,04may1990,2
6813,18jul1971,1
6814,06apr2011,2
6815,03apr1990,1
6816,25jan1977,1
6817,04jan1913,1
6818,01apr2006,1
6819,21feb2007,1
6820,05nov1947,1
6821,19jun1988,1
6822,19nov1936,1
6823,25mar2011,2
6824,16jul1983,1
6825,28oct1976,2
6826,27jun1959,1
6827,21sep1986,1
6828,17oct2006,2
6829,07mar1930,2
6830,15sep2011,1
6831,27nov1913,1
6832,25jan2009,1
6833,06may1917,2
6834,27aug1993,1
6835,23mar1992,2
6836,14mar1913,1
6837,17jan1958,2
6838,25sep1989,1
6839,11jun2005,1
6840,10jul1973,1
6841,09feb1970,1
6842,17dec1985,2
6843,01aug1987,1
6844,08mar1959,2
6845,19apr2003,2
6846,05dec1967,1
6847,25nov1967,1
6848,27apr1927,1
6849,12apr1990,1
6850,13sep1999,1
6851,16jul1938,2
6852,19sep1975,1
6853,19apr1974,1
6854,02sep1936,1
6855,04oct1924,1
6856,11jan1948,1
6857,19sep1930,1
6858,19jul1943,2
6859,27jun1916,1
6860,26apr1948,1
6861,13mar2010,1
6862,03feb1958,2
6863,10dec1972,1
6864,24jun1987,1
6865,09mar1961,2
6866,12dec1958,1
6867,31may1982,1
6868,23jul1963,1
6869,10may1952,1
6870,19mar1987,1
6871,16jun1983,1
6872,25may1965,1
6873,19feb2002,1
6874,21jun1963,1
6875,01nov2001,2
6876,24jul1951,2
6877,08jan1944,1
6878,25apr1960,1
6879,17jan1926,1
6880,22nov1955,1
6881,15nov1923,1
6882,26jul1928,1
6883,03oct1980,1
6884,13aug1969,1
6885,07mar1963,1
6886,22apr1928,1
6887,31jan1976,1
6888,14jul2012,2
6889,17nov1925,1
6890,25dec1965,1
6891,28dec1980,1
6892,31aug1925,1
6893,30sep1933,2
6894,27feb1945,1
6895,11jun1975,2
6896,27feb1987,1
6897,17jul2008,2
6898,29aug1913,1
6899,16jul1964,2
6900,22apr1957,2
6901,16apr1997,1
6902,07jul1990,2
6903,21jan1964,2
6904,27jan1915,1
6905,05jan1973,1
6906,02jun1919,1
6907,10feb2001,1
6908,01jun1983,2
6909,22feb1961,1
6910,21jun1983,1
6911,11may1910,1
6912,06aug1998,1
6913,27jun1943,2
6914,21feb2000,1
6915,05mar2011,2
6916,13oct2005,2
6917,02mar1962,1
6918,20aug2001,1
6919,01mar1926,1
6920,16nov1924,1
6921,24oct1955,1
6922,02apr1920,1
6923,06oct1919,2
6924,31may1914,2
6925,29oct1918,2
6926,21sep1933,2
6927,22jun1990,1
6928,22jan1937,1
6929,07jan1968,2
6930,27nov2000,1
6931,19apr1935,1
6932,23apr1923,1
6933,20jan2000,1
6934,21aug2005,2
6935,27jun1919,1
6936,25aug1991,1
6937,29dec1982,2
6938,26aug1931,2
6939,08apr1984,1
6940,11may1989,1
6941,31mar1971,1
6942,13nov1916,1
6943,22jul2003,1
6944,15may1976,2
6945,20jun1912,1
6946,01mar2002,1
6947,09feb1913,1
6948,30nov2000,1
6949,12dec1961,1
6950,11nov1992,2
6951,04nov1993,1
6952,25aug1998,1
6953,01sep1981,2
6954,19jan1948,1
6955,28sep1993,1
6956,26oct1953,2
6957,20may1950,1
6958,21aug1939,1
6959,04feb1921,1
6960,06sep1999,1
6961,10apr1948,2
6962,30aug1927,1
6963,15jun1910,1
6964,22aug1926,2
6965,19jul1960,1
6966,15jul1976,2
6967,30dec1917,1
6968,13sep1934,1
6969,25apr1989,2
6970,04sep2001,2
6971,08dec2005,2
6972,25jun1961,1
6973,24nov1987,1
6974,14jun1955,2
6975,28sep1966,1
6976,16may2007,2
6977,16dec1992,1
6978,05apr2003,2
6979,19jun2007,1
6980,21aug1954,2
6981,10nov1912,2
6982,25apr1978,1
6983,14dec2008,1
6984,18jun1917,1
6985,12dec1971,2
6986,30sep1946,1
6987,05mar1971,1
6988,02jun1932,1
6989,14nov1931,2
6990,03feb1987,1
6991,05nov1970,1
6992,06nov2002,1
6993,15jul1911,1
6994,08oct1911,1
6995,02jun1929,1
6996,16jul1977,2
6997,24jul1911,2
6998,08apr1918,1
6999,24may1925,1
7000,30jan1981,2
7001,05dec1989,1
7002,15oct1964,1
7003,03nov1983,1
7004,09sep1979,2
7005,02may1976,1
7006,30oct1921,1
7007,14oct1945,1
7008,23jun2003,1
7009,05may1980,2
7010,11nov1944,1
7011,14nov2000,1
7012,14sep1919,1
7013,25aug1954,2
7014,25aug1982,2
7015,28may1954,1
7016,01jan1995,2
7017,07apr2005,1
7018,28jul1975,2
7019,03apr1931,1
7020,15jul1966,1
7021,23feb2010,1
7022,23jun2005,1
7023,17sep1937,1
7024,25oct2006,1
7025,28jan1942,2
7026,05apr1984,2
7027,19sep1960,1
7028,08feb1968,2
7029,29jul1996,1
7030,02feb1988,1
7031,25sep1913,1
7032,28jan1945,1
7033,24mar1984,2
7034,15dec1978,1
7035,25mar1923,2
7036,19nov1994,2
7037,01sep1967,2
7038,21nov1911,1
7039,20dec1912,1
7040,30jun1980,1
7041,10mar1937,1
7042,26aug1953,1
7043,13nov1992,2
7044,02mar1992,1
7045,25mar1956,1
7046,08mar1934,1
7047,29sep1984,2
7048,22dec1968,1
7049,18sep1991,1
7050,25jul1920,2
7051,17dec1946,1
7052,07mar1936,2
7053,09jun1993,1
7054,27feb1999,1
7055,03jun2002,1
7056,11mar1926,1
7057,16feb1930,2
7058,02jan2001,1
7059,05feb1948,1
7060,22jan1919,2
7061,22jun1921,2
7062,21jun1931,1
7063,31may1949,1
7064,31jul1996,2
7065,25may1971,1
7066,27may1943,1
7067,15may1991,1
7068,13feb1918,2
7069,28feb1970,1
7070,04jul1967,1
7071,24nov2004,1
7072,04may1962,2
7073,27aug1923,2
7074,23jan1974,1
7075,09jan1995,1
7076,02jun1967,1
7077,04nov1932,1
7078,13oct1945,2
7079,13may1912,2
7080,14jan1984,1
7081,14jul1950,2
7082,10jan1914,1
7083,31jan1945,1
7084,02oct1997,2
7085,26dec1928,2
7086,14sep1989,1
7087,22aug1995,2
7088,10feb1938,1
7089,14sep1983,1
7090,06dec1923,2
7091,30dec1998,1
7092,25aug1924,1
7093,08oct1961,1
7094,02apr1934,2
7095,22jun2003,1
7096,19oct2004,1
7097,26dec1922,1
7098,15mar1972,1
7099,25sep1980,1
7100,04jan1944,1
7101,26mar1934,1
7102,06jul1961,2
7103,14jun2004,1
7104,24dec1951,1
7105,05dec1926,2
7106,27dec1940,2
7107,13may1937,1
7108,15jun1930,2
7109,29aug1970,2
7110,18aug2011,1
7111,12aug1928,1
7112,08jul2005,1
7113,01jul1923,1
7114,02jun1920,1
7115,06jul1972,1
7116,23may1945,1
7117,05jul1972,1
7118,18dec1973,1
7119,25jun1958,1
7120,25nov1937,1
7121,19jan1949,1
7122,29dec1918,1
7123,17jan1946,2
7124,03jul1939,2
7125,13aug1959,1
7126,20nov1964,1
7127,04jan1963,2
7128,27sep1971,1
7129,05nov1929,2
7130,04mar1960,2
7131,16mar1953,2
7132,16jun1988,1
7133,20jul1965,2
7134,12oct2006,2
7135,04dec1960,1
7136,18jan2011,2
7137,26nov1932,2
7138,31mar1947,1
7139,14mar2001,2
7140,20jun2008,2
7141,20mar1977,2
7142,12nov1969,2
7143,29mar2010,1
7144,23nov1982,1
7145,20feb1934,1
7146,01sep1925,2
7147,29jan1935,1
7148,04jun1924,1
7149,25apr1950,1
7150,01feb1956,1
7151,21oct2012,1
7152,15aug1935,1
7153,02jan1988,2
7154,01jun1973,2
7155,14apr2003,2
7156,24feb1926,1
7157,15dec1992,1
7158,04jun1987,1
7159,03may1992,2
7160,17apr1984,1
7161,11feb1927,2
7162,05jul2001,1
7163,08aug1954,2
7164,04nov1981,2
7165,24oct1992,2
7166,16aug1972,1
7167,13apr1925,1
7168,23jan1934,2
7169,28jun1957,1
7170,18may1955,1
7171,26aug1921,1
7172,05jul1992,1
7173,19mar1994,1
7174,12dec1956,2
7175,15mar1977,1
7176,15mar2007,1
7177,17may1986,1
7178,18mar1973,1
7179,03jul1969,1
7180,14nov1981,2
7181,11mar1957,2
7182,09oct1983,1
7183,08aug1981,1
7184,23may1963,1
7185,21may1934,1
7186,04mar1922,2
7187,06aug1991,1
7188,31dec1993,1
7189,25jan1991,1
7190,17apr2012,2
7191,16dec1949,1
7192,30sep1990,2
7193,23jan1963,1
7194,06feb1997,1
7195,03jun1987,1
7196,29may1922,1
7197,08jul1989,2
7198,27jun1956,2
7199,16apr1942,1
7200,12oct1994,1
7201,16dec1941,2
7202,18apr2007,1
7203,10oct1960,1
7204,29jul1968,1
7205,09jan2002,2
7206,18sep1933,2
7207,11oct1955,1
7208,08nov1911,2
7209,02aug1971,1
7210,15nov1943,2
7211,10feb1916,1
7212,01may1933,2
